circ_id,strand,circ_type,gene_id,gene_name,gene_type
"chr10:101806045|101807901","-","exon","OGA","NA","protein_coding"
"chr10:101806045|101810314","-","exon","OGA","NA","protein_coding"
"chr10:101807730|101807901","-","exon","OGA","NA","protein_coding"
"chr10:101807730|101813606","-","exon","OGA","NA","protein_coding"
"chr10:101813030|101813606","-","exon","OGA","NA","protein_coding"
"chr10:101889412|101957732","-","exon","ARMH3","NA","protein_coding"
"chr10:101889412|102025248","-","exon","ARMH3","NA","protein_coding"
"chr10:101939863|101957732","-","exon","ARMH3","NA","protein_coding"
"chr10:101956597|101957732","-","exon","ARMH3","NA","protein_coding"
"chr10:101956597|101995355","-","exon","ARMH3","NA","protein_coding"
"chr10:101975212|101995355","-","exon","ARMH3","NA","protein_coding"
"chr10:101990551|101995355","-","exon","ARMH3","NA","protein_coding"
"chr10:101990551|102006633","-","exon","ARMH3","NA","protein_coding"
"chr10:102023477|102025248","-","exon","ARMH3","NA","protein_coding"
"chr10:102023477|102029745","-","exon","ARMH3","NA","protein_coding"
"chr10:102023477|102033339","-","exon","ARMH3","NA","protein_coding"
"chr10:102023477|102040125","-","exon","ARMH3","NA","protein_coding"
"chr10:102025156|102029745","-","exon","ARMH3","NA","protein_coding"
"chr10:102025156|102033339","-","exon","ARMH3","NA","protein_coding"
"chr10:102029638|102033339","-","exon","ARMH3","NA","protein_coding"
"chr10:102033026|102040125","-","exon","ARMH3","NA","protein_coding"
"chr10:102157019|102158214","+","exon","NOLC1","NA","protein_coding"
"chr10:102258929|102260116","+","exon","GBF1","NA","protein_coding"
"chr10:102358039|102359435","+","exon","GBF1","NA","protein_coding"
"chr10:102360184|102363798","+","exon","GBF1","NA","protein_coding"
"chr10:102360184|102365599","+","exon","GBF1","NA","protein_coding"
"chr10:102361022|102363798","+","exon","GBF1","NA","protein_coding"
"chr10:102362475|102363798","+","exon","GBF1","NA","protein_coding"
"chr10:102365397|102370860","+","exon","GBF1","NA","protein_coding"
"chr10:102375359|102377128","+","exon","GBF1","NA","protein_coding"
"chr10:102473570|102474012","+","exon","MFSD13A","NA","protein_coding"
"chr10:102484160|102485733","-","exon","ACTR1A","NA","protein_coding"
"chr10:102488150|102489138","-","exon","ACTR1A","NA","protein_coding"
"chr10:102488150|102490613","-","exon","ACTR1A","NA","protein_coding"
"chr10:102654653|102656385","+","exon","TRIM8","NA","protein_coding"
"chr10:102685816|102705489","-","exon","ARL3","NA","protein_coding"
"chr10:102731723|102735909","+","exon","SFXN2","NA","protein_coding"
"chr10:102797993|102810054","+","exon","WBP1L,RNU6-1231P","NA","protein_coding,pseudogene"
"chr10:102809893|102810054","+","exon","WBP1L","NA","protein_coding"
"chr10:102872448|102873233","+","exon","AS3MT,BORCS7-ASMT","NA","protein_coding,lncRNA"
"chr10:102872448|102874661","+","exon","AS3MT,BORCS7-ASMT","NA","protein_coding,lncRNA"
"chr10:102876954|102890678","+","exon","AS3MT,BORCS7-ASMT","NA","protein_coding,lncRNA"
"chr10:103049707|103056964","+","exon","CNNM2","NA","protein_coding"
"chr10:103049707|103068722","+","exon","CNNM2","NA","protein_coding"
"chr10:103091564|103094455","-","exon","NT5C2","NA","protein_coding"
"chr10:103091564|103095980","-","exon","NT5C2","NA","protein_coding"
"chr10:103093972|103094455","-","exon","NT5C2","NA","protein_coding"
"chr10:103099926|103174982","-","exon","NT5C2,RPS15AP29","NA","protein_coding,pseudogene"
"chr10:103101045|103174982","-","exon","NT5C2,RPS15AP29","NA","protein_coding,pseudogene"
"chr10:103111745|103174982","-","exon","NT5C2,RPS15AP29","NA","protein_coding,pseudogene"
"chr10:103136249|103139479","-","exon","NT5C2","NA","protein_coding"
"chr10:103136249|103174982","-","exon","NT5C2","NA","protein_coding"
"chr10:103139406|103174982","-","exon","NT5C2","NA","protein_coding"
"chr10:103139406|103181328","-","exon","NT5C2","NA","protein_coding"
"chr10:103174858|103181328","-","exon","NT5C2","NA","protein_coding"
"chr10:103314186|103345132","-","exon","PCGF6","NA","protein_coding"
"chr10:103347238|103347450","-","exon","PCGF6","NA","protein_coding"
"chr10:103347238|103348999","-","exon","PCGF6","NA","protein_coding"
"chr10:103348716|103348999","-","exon","PCGF6","NA","protein_coding"
"chr10:103373358|103380019","+","exon","TAF5","NA","protein_coding"
"chr10:103373358|103381841","+","exon","TAF5","NA","protein_coding"
"chr10:103438015|103438808","+","exon","PDCD11","NA","protein_coding"
"chr10:103439746|103440850","+","exon","PDCD11","NA","protein_coding"
"chr10:103622470|103661114","-","exon","SH3PXD2A","NA","protein_coding"
"chr10:103900062|103910622","-","exon","STN1","NA","protein_coding"
"chr10:103905091|103910622","-","exon","STN1","NA","protein_coding"
"chr10:103990675|103993133","+","exon","SLK","NA","protein_coding"
"chr10:104005561|104008356","+","exon","SLK","NA","protein_coding"
"chr10:104008177|104010908","+","exon","SLK","NA","protein_coding"
"chr10:104008177|104018289","+","exon","SLK","NA","protein_coding"
"chr10:104008177|104018908","+","exon","SLK","NA","protein_coding"
"chr10:104008177|104021733","+","exon","SLK","NA","protein_coding"
"chr10:104018160|104018908","+","exon","SLK","NA","protein_coding"
"chr10:104018160|104021733","+","exon","SLK","NA","protein_coding"
"chr10:104259576|104263077","+","exon","GSTO1","NA","protein_coding"
"chr10:104259576|104266190","+","exon","GSTO1","NA","protein_coding"
"chr10:104358341|104393475","+","exon","CFAP58","NA","protein_coding"
"chr10:104358341|104406793","+","exon","CFAP58","NA","protein_coding"
"chr10:1072116|1078003","+","exon","WDR37","NA","protein_coding"
"chr10:1072116|1080476","+","exon","WDR37","NA","protein_coding"
"chr10:1072116|1086357","+","exon","WDR37","NA","protein_coding"
"chr10:1072116|1096246","+","exon","WDR37","NA","protein_coding"
"chr10:1072116|1105267","+","exon","WDR37","NA","protein_coding"
"chr10:1077907|1080476","+","exon","WDR37","NA","protein_coding"
"chr10:1077907|1096246","+","exon","WDR37","NA","protein_coding"
"chr10:1077907|1105267","+","exon","WDR37","NA","protein_coding"
"chr10:1080011|1080476","+","exon","WDR37","NA","protein_coding"
"chr10:1080011|1086357","+","exon","WDR37","NA","protein_coding"
"chr10:1080011|1096246","+","exon","WDR37","NA","protein_coding"
"chr10:1084403|1086357","+","exon","WDR37","NA","protein_coding"
"chr10:1084403|1096246","+","exon","WDR37","NA","protein_coding"
"chr10:1084403|1105267","+","exon","WDR37","NA","protein_coding"
"chr10:1093452|1105267","+","exon","WDR37","NA","protein_coding"
"chr10:109907691|109915099","-","exon","XPNPEP1","NA","protein_coding"
"chr10:110100625|110100848","+","exon","ADD3","NA","protein_coding"
"chr10:110100625|110106053","+","exon","ADD3","NA","protein_coding"
"chr10:110100625|110112915","+","exon","ADD3","NA","protein_coding"
"chr10:110100625|110119564","+","exon","ADD3","NA","protein_coding"
"chr10:110118587|110122292","+","exon","ADD3","NA","protein_coding"
"chr10:110118587|110126503","+","exon","ADD3","NA","protein_coding"
"chr10:110124017|110126503","+","exon","ADD3","NA","protein_coding"
"chr10:110124017|110130486","+","exon","ADD3","NA","protein_coding"
"chr10:110124017|110132400","+","exon","ADD3","NA","protein_coding"
"chr10:1103602|1105267","+","exon","WDR37","NA","protein_coding"
"chr10:110581923|110582642","+","exon","SMC3","NA","protein_coding"
"chr10:110589605|110593223","+","exon","SMC3","NA","protein_coding"
"chr10:110593073|110598290","+","exon","SMC3","NA","protein_coding"
"chr10:110596398|110598290","+","exon","SMC3","NA","protein_coding"
"chr10:110875966|110883097","+","exon","PDCD4","NA","protein_coding"
"chr10:110875966|110887886","+","exon","PDCD4","NA","protein_coding"
"chr10:110875966|110890670","+","exon","PDCD4","NA","protein_coding"
"chr10:110881233|110887886","+","exon","PDCD4","NA","protein_coding"
"chr10:110881233|110890670","+","exon","PDCD4","NA","protein_coding"
"chr10:110881233|110894198","+","exon","PDCD4","NA","protein_coding"
"chr10:110881275|110890670","+","exon","PDCD4","NA","protein_coding"
"chr10:110885253|110887886","+","exon","PDCD4","NA","protein_coding"
"chr10:110885253|110890670","+","exon","PDCD4","NA","protein_coding"
"chr10:110951608|110965061","+","exon","SHOC2","NA","protein_coding"
"chr10:110951608|110985765","+","exon","SHOC2","NA","protein_coding"
"chr10:110964125|110965061","+","exon","SHOC2","NA","protein_coding"
"chr10:110964125|110985765","+","exon","SHOC2","NA","protein_coding"
"chr10:110964125|111000545","+","exon","MIR548E,SHOC2","NA","miRNA,protein_coding"
"chr10:111000415|111004794","+","exon","SHOC2","NA","protein_coding"
"chr10:11165486|11217507","+","exon","CELF2","NA","protein_coding"
"chr10:11217425|11257872","+","exon","CELF2","NA","protein_coding"
"chr10:11217425|11288552","+","exon","CELF2","NA","protein_coding"
"chr10:1124218|1125024","+","exon","WDR37","NA","protein_coding"
"chr10:112460524|112464657","+","exon","VTI1A","NA","protein_coding"
"chr10:11249153|11257872","+","exon","CELF2","NA","protein_coding"
"chr10:11249153|11270824","+","exon","CELF2","NA","protein_coding"
"chr10:11249153|11275120","+","exon","CELF2","NA","protein_coding"
"chr10:11249153|11288552","+","exon","CELF2","NA","protein_coding"
"chr10:112527087|112538330","+","exon","VTI1A","NA","protein_coding"
"chr10:112527087|112668998","+","exon","MIR4295,VTI1A","NA","miRNA,protein_coding"
"chr10:11266598|11275120","+","exon","CELF2","NA","protein_coding"
"chr10:112668218|112668998","+","exon","VTI1A","NA","protein_coding"
"chr10:11270666|11288552","+","exon","CELF2","NA","protein_coding"
"chr10:112964556|113040126","+","exon","RPS15AP30,TCF7L2","NA","pseudogene,protein_coding"
"chr10:11321189|11329097","+","exon","CELF2","NA","protein_coding"
"chr10:11321207|11329097","+","exon","CELF2","NA","protein_coding"
"chr10:113876521|113879695","+","exon","NHLRC2","NA","protein_coding"
"chr10:113876521|113884380","+","exon","NHLRC2","NA","protein_coding"
"chr10:113876521|113905036","+","exon","NHLRC2","NA","protein_coding"
"chr10:113898110|113905036","+","exon","NHLRC2","NA","protein_coding"
"chr10:114134913|114137290","-","exon","CCDC186","NA","protein_coding"
"chr10:114151092|114157680","-","exon","CCDC186","NA","protein_coding"
"chr10:114162637|114163329","-","exon","CCDC186","NA","protein_coding"
"chr10:114487958|114491878","-","exon","ABLIM1","NA","protein_coding"
"chr10:11481770|11485911","-","exon","USP6NL","NA","protein_coding"
"chr10:11481770|11527567","-","exon","USP6NL","NA","protein_coding"
"chr10:114830852|114836246","+","exon","FAM160B1","NA","protein_coding"
"chr10:114830852|114848737","+","exon","FAM160B1","NA","protein_coding"
"chr10:114843741|114848737","+","exon","FAM160B1","NA","protein_coding"
"chr10:114951094|114974385","+","exon","TRUB1","NA","protein_coding"
"chr10:114959726|114974385","+","exon","TRUB1","NA","protein_coding"
"chr10:114970368|114974385","+","exon","TRUB1","NA","protein_coding"
"chr10:11501101|11527567","-","exon","USP6NL","NA","protein_coding"
"chr10:11509595|11527567","-","exon","USP6NL","NA","protein_coding"
"chr10:11509595|11597717","-","exon","USP6NL","NA","protein_coding"
"chr10:115120185|115129535","+","exon","ATRNL1","NA","protein_coding"
"chr10:116944924|116948997","-","exon","SHTN1","NA","protein_coding"
"chr10:116951909|116960230","-","exon","SHTN1","NA","protein_coding"
"chr10:117243971|117253457","+","exon","SLC18A2","NA","protein_coding"
"chr10:117290186|117341102","-","exon","PDZD8","NA","protein_coding"
"chr10:117318872|117341102","-","exon","PDZD8","NA","protein_coding"
"chr10:11747349|11755608","+","exon","ECHDC3","NA","protein_coding"
"chr10:118038972|118040565","-","exon","RAB11FIP2","NA","protein_coding"
"chr10:11851997|11852215","+","exon","PROSER2","NA","protein_coding"
"chr10:11866531|11866783","+","exon","PROSER2","NA","protein_coding"
"chr10:118701306|118730410","-","exon","CACUL1","NA","protein_coding"
"chr10:118707492|118730410","-","exon","CACUL1","NA","protein_coding"
"chr10:118729295|118730410","-","exon","CACUL1","NA","protein_coding"
"chr10:119038238|119038439","-","exon","EIF3A","NA","protein_coding"
"chr10:119038238|119042772","-","exon","EIF3A","NA","protein_coding"
"chr10:119041994|119044142","-","exon","EIF3A","NA","protein_coding"
"chr10:119049801|119051321","-","exon","EIF3A","NA","protein_coding"
"chr10:119051199|119056853","-","exon","EIF3A","NA","protein_coding"
"chr10:119051199|119059397","-","exon","EIF3A","NA","protein_coding"
"chr10:119056740|119061328","-","exon","EIF3A,SNORA19","NA","protein_coding,snoRNA"
"chr10:119069446|119071085","-","exon","EIF3A","NA","protein_coding"
"chr10:119072890|119073937","-","exon","EIF3A","NA","protein_coding"
"chr10:119073441|119073937","-","exon","EIF3A","NA","protein_coding"
"chr10:119107948|119111928","+","exon","FAM45A","NA","protein_coding"
"chr10:119107948|119117667","+","exon","FAM45A","NA","protein_coding"
"chr10:119107948|119120452","+","exon","FAM45A","NA","protein_coding"
"chr10:119107948|119123569","+","exon","FAM45A","NA","protein_coding"
"chr10:119160915|119161081","-","exon","SFXN4","NA","protein_coding"
"chr10:11929865|11936712","-","exon","UPF2","NA","protein_coding"
"chr10:11929865|11952249","-","exon","UPF2","NA","protein_coding"
"chr10:11936545|11952249","-","exon","UPF2","NA","protein_coding"
"chr10:11942665|11948508","-","exon","UPF2","NA","protein_coding"
"chr10:11942665|11952249","-","exon","UPF2","NA","protein_coding"
"chr10:11943064|11952249","-","exon","UPF2","NA","protein_coding"
"chr10:11948369|11952249","-","exon","UPF2","NA","protein_coding"
"chr10:11948369|12001825","-","exon","UPF2","NA","protein_coding"
"chr10:119515509|119527424","-","exon","RGS10","NA","protein_coding"
"chr10:119526032|119527424","-","exon","RGS10","NA","protein_coding"
"chr10:11955232|11964125","-","exon","UPF2","NA","protein_coding"
"chr10:119577080|119580010","-","exon","TIAL1","NA","protein_coding"
"chr10:119578726|119588248","-","exon","TIAL1","NA","protein_coding"
"chr10:119580471|119582009","-","exon","TIAL1","NA","protein_coding"
"chr10:11967341|12000009","-","exon","UPF2","NA","protein_coding"
"chr10:11979057|12014184","-","exon","UPF2","NA","protein_coding"
"chr10:119796715|119804297","+","exon","INPP5F","NA","protein_coding"
"chr10:119810100|119811955","+","exon","INPP5F","NA","protein_coding"
"chr10:119838535|119842595","-","exon","MCMBP","NA","protein_coding"
"chr10:119898427|119898959","+","exon","SEC23IP","NA","protein_coding"
"chr10:119912044|119918511","+","exon","SEC23IP","NA","protein_coding"
"chr10:119926036|119933787","+","exon","SEC23IP","NA","protein_coding"
"chr10:119929607|119933787","+","exon","SEC23IP","NA","protein_coding"
"chr10:119930329|119933787","+","exon","SEC23IP","NA","protein_coding"
"chr10:11997672|12004727","-","exon","UPF2","NA","protein_coding"
"chr10:11997672|12014184","-","exon","UPF2","NA","protein_coding"
"chr10:12028745|12029524","-","exon","UPF2","NA","protein_coding"
"chr10:12081472|12084751","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12087729","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12091684","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12094271","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12101181","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12108015","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12113064","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12117755","+","exon","DHTKD1","NA","protein_coding"
"chr10:12081472|12120267","+","exon","DHTKD1","NA","protein_coding"
"chr10:12084540|12084751","+","exon","DHTKD1","NA","protein_coding"
"chr10:12084540|12087729","+","exon","DHTKD1","NA","protein_coding"
"chr10:12084540|12101181","+","exon","DHTKD1","NA","protein_coding"
"chr10:120858643|120860282","+","exon","WDR11","NA","protein_coding"
"chr10:12088986|12094271","+","exon","DHTKD1","NA","protein_coding"
"chr10:12094073|12120267","+","exon","DHTKD1","NA","protein_coding"
"chr10:12100178|12101181","+","exon","DHTKD1","NA","protein_coding"
"chr10:12106246|12120267","+","exon","DHTKD1","NA","protein_coding"
"chr10:12112900|12117755","+","exon","DHTKD1","NA","protein_coding"
"chr10:12112900|12120267","+","exon","DHTKD1","NA","protein_coding"
"chr10:12117673|12120267","+","exon","DHTKD1","NA","protein_coding"
"chr10:12118749|12118918","+","exon","DHTKD1","NA","protein_coding"
"chr10:12118749|12120267","+","exon","DHTKD1","NA","protein_coding"
"chr10:12160930|12162289","+","exon","SEC61A2","NA","protein_coding"
"chr10:121790169|121841263","-","exon","ATE1","NA","protein_coding"
"chr10:121790169|121870038","-","exon","ATE1","NA","protein_coding"
"chr10:121790169|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121836718|121870038","-","exon","ATE1","NA","protein_coding"
"chr10:121836718|121913893","-","exon","ATE1","NA","protein_coding"
"chr10:121836718|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121870006|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121898841|121902620","-","exon","ATE1","NA","protein_coding"
"chr10:121898841|121913893","-","exon","ATE1","NA","protein_coding"
"chr10:121898841|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121899866|121902620","-","exon","ATE1","NA","protein_coding"
"chr10:121902391|121911151","-","exon","ATE1","NA","protein_coding"
"chr10:121902391|121922411","-","exon","ATE1","NA","protein_coding"
"chr10:121902391|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121910906|121911151","-","exon","ATE1","NA","protein_coding"
"chr10:121910906|121913893","-","exon","ATE1","NA","protein_coding"
"chr10:121910906|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121913790|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121922349|121924329","-","exon","ATE1","NA","protein_coding"
"chr10:121959324|121961517","-","exon","NSMCE4A","NA","protein_coding"
"chr10:121963238|121965385","-","exon","NSMCE4A","NA","protein_coding"
"chr10:12209967|12217467","+","exon","CDC123","NA","protein_coding"
"chr10:12209967|12238485","+","exon","CDC123","NA","protein_coding"
"chr10:12215740|12217467","+","exon","CDC123","NA","protein_coding"
"chr10:12215740|12238485","+","exon","CDC123","NA","protein_coding"
"chr10:12217361|12238485","+","exon","CDC123","NA","protein_coding"
"chr10:12230948|12238485","+","exon","CDC123","NA","protein_coding"
"chr10:12235048|12238485","+","exon","CDC123","NA","protein_coding"
"chr10:122392303|122393341","+","exon","PLEKHA1","NA","protein_coding"
"chr10:122392303|122406673","+","exon","PLEKHA1","NA","protein_coding"
"chr10:122392303|122413045","+","exon","PLEKHA1","NA","protein_coding"
"chr10:122392303|122417968","+","exon","MIR3941,PLEKHA1","NA","miRNA,protein_coding"
"chr10:122392303|122424959","+","exon","MIR3941,PLEKHA1","NA","miRNA,protein_coding"
"chr10:122412920|122417968","+","exon","MIR3941,PLEKHA1","NA","miRNA,protein_coding"
"chr10:12389871|12403369","+","exon","CAMK1D","NA","protein_coding"
"chr10:124012333|124046724","-","exon","CHST15","NA","protein_coding"
"chr10:124021256|124046724","-","exon","CHST15","NA","protein_coding"
"chr10:12403102|12403369","+","exon","CAMK1D","NA","protein_coding"
"chr10:124038515|124044919","-","exon","CHST15","NA","protein_coding"
"chr10:124038515|124046724","-","exon","CHST15","NA","protein_coding"
"chr10:124400840|124401839","-","exon","OAT","NA","protein_coding"
"chr10:124408542|124408965","-","exon","OAT","NA","protein_coding"
"chr10:124408542|124412200","-","exon","OAT","NA","protein_coding"
"chr10:124484139|124498128","+","exon","LHPP,LOC107984159","NA","protein_coding,protein_coding"
"chr10:124488422|124498128","+","exon","LHPP,LOC107984159","NA","protein_coding,protein_coding"
"chr10:124496961|124517271","+","exon","LHPP","NA","protein_coding"
"chr10:124681607|124682379","-","exon","FAM53B","NA","protein_coding"
"chr10:124681607|124696212","-","exon","FAM53B","NA","protein_coding"
"chr10:124681607|124706887","-","exon","FAM53B","NA","protein_coding"
"chr10:124696158|124706887","-","exon","FAM53B","NA","protein_coding"
"chr10:124706636|124706887","-","exon","FAM53B","NA","protein_coding"
"chr10:124774675|124790338","-","exon","EEF1AKMT2","NA","protein_coding"
"chr10:124806831|124819450","+","exon","ABRAXAS2","NA","protein_coding"
"chr10:124806831|124826785","+","exon","ABRAXAS2","NA","protein_coding"
"chr10:124816576|124831463","+","exon","ABRAXAS2","NA","protein_coding"
"chr10:124828756|124831463","+","exon","ABRAXAS2","NA","protein_coding"
"chr10:124973645|124974398","+","exon","ZRANB1","NA","protein_coding"
"chr10:125038997|125039155","-","exon","CTBP2","NA","protein_coding"
"chr10:125038997|125111093","-","exon","CTBP2","NA","protein_coding"
"chr10:125038997|125133612","-","exon","CTBP2","NA","protein_coding"
"chr10:125725318|125733743","+","exon","EDRF1","NA","protein_coding"
"chr10:125743058|125753845","+","exon","EDRF1","NA","protein_coding"
"chr10:125749412|125752914","+","exon","EDRF1","NA","protein_coding"
"chr10:125752799|125753845","+","exon","EDRF1","NA","protein_coding"
"chr10:125794880|125798145","-","exon","UROS","NA","protein_coding"
"chr10:125807413|125816525","-","exon","UROS","NA","protein_coding"
"chr10:12666736|12769799","+","exon","CAMK1D","NA","protein_coding"
"chr10:12666736|12791233","+","exon","CAMK1D","NA","protein_coding"
"chr10:126970702|126990603","+","exon","DOCK1","NA","protein_coding"
"chr10:127052681|127061776","+","exon","DOCK1","NA","protein_coding"
"chr10:12760948|12769799","+","exon","CAMK1D","NA","protein_coding"
"chr10:12791158|12816328","+","exon","CAMK1D","NA","protein_coding"
"chr10:128040875|128063180","+","exon","PTPRE","NA","protein_coding"
"chr10:128056123|128061715","+","exon","PTPRE","NA","protein_coding"
"chr10:128060939|128066194","+","exon","PTPRE","NA","protein_coding"
"chr10:130079566|130079901","-","exon","C10orf143","NA","protein_coding"
"chr10:130079566|130104230","-","exon","C10orf143","NA","protein_coding"
"chr10:130159995|130166980","+","exon","GLRX3","NA","protein_coding"
"chr10:130166507|130169490","+","exon","GLRX3","NA","protein_coding"
"chr10:130166507|130171636","+","exon","GLRX3","NA","protein_coding"
"chr10:13108138|13110476","+","exon","OPTN","NA","protein_coding"
"chr10:13108962|13109288","+","exon","OPTN","NA","protein_coding"
"chr10:13116267|13122487","+","exon","OPTN","NA","protein_coding"
"chr10:13127745|13133581","+","exon","OPTN","NA","protein_coding"
"chr10:131308211|131309299","-","exon","TCERG1L","NA","protein_coding"
"chr10:13172376|13172765","+","exon","MCM10","NA","protein_coding"
"chr10:13191299|13192568","+","exon","MCM10","NA","protein_coding"
"chr10:131934458|131935006","+","exon","PPP2R2D","NA","protein_coding"
"chr10:131934458|131945459","+","exon","PPP2R2D","NA","protein_coding"
"chr10:131934458|131947791","+","exon","PPP2R2D","NA","protein_coding"
"chr10:131940031|131945459","+","exon","PPP2R2D","NA","protein_coding"
"chr10:131940031|131947791","+","exon","PPP2R2D","NA","protein_coding"
"chr10:131943968|131945459","+","exon","PPP2R2D","NA","protein_coding"
"chr10:132404626|132406289","+","exon","PWWP2B","NA","protein_coding"
"chr10:132607915|132650505","+","exon","INPP5A","NA","protein_coding"
"chr10:132607915|132697919","+","exon","INPP5A","NA","protein_coding"
"chr10:132607915|132710456","+","exon","INPP5A","NA","protein_coding"
"chr10:132607915|132726905","+","exon","INPP5A","NA","protein_coding"
"chr10:132607915|132749845","+","exon","INPP5A","NA","protein_coding"
"chr10:132645868|132650505","+","exon","INPP5A","NA","protein_coding"
"chr10:132645868|132697919","+","exon","INPP5A","NA","protein_coding"
"chr10:132690392|132710456","+","exon","INPP5A","NA","protein_coding"
"chr10:132690392|132726905","+","exon","INPP5A","NA","protein_coding"
"chr10:132708313|132710456","+","exon","INPP5A","NA","protein_coding"
"chr10:132726821|132749845","+","exon","INPP5A","NA","protein_coding"
"chr10:13291831|13295606","-","exon","PHYH","NA","protein_coding"
"chr10:13294428|13295606","-","exon","PHYH","NA","protein_coding"
"chr10:133297952|133302980","-","exon","TUBGCP2","NA","protein_coding"
"chr10:133395713|133402773","+","exon","MTG1","NA","protein_coding"
"chr10:133398435|133399619","+","exon","MTG1","NA","protein_coding"
"chr10:133456237|133460170","+","exon","SCART1","NA","transcribed_pseudogene"
"chr10:13659323|13663509","-","exon","FRMD4A","NA","protein_coding"
"chr10:14521869|14530515","-","exon","FAM107B","NA","protein_coding"
"chr10:14521869|14553387","-","exon","FAM107B","NA","protein_coding"
"chr10:14530332|14530515","-","exon","FAM107B","NA","protein_coding"
"chr10:14530332|14553387","-","exon","FAM107B","NA","protein_coding"
"chr10:14530332|14556405","-","exon","FAM107B","NA","protein_coding"
"chr10:14825479|14828272","-","exon","CDNF","NA","protein_coding"
