circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr18:2890561|2892486	chr18	2890561	2892486	8	3_6_0	136	0.105	n/a	/n/a	+	SRR12794696.18096923,SRR12794696.26037363,SRR12794696.43203585,SRR12794696.4962628,SRR12794696.27509479,SRR12794696.40270388,SRR12794696.40679118,SRR12794696.41520922,	EMILIN2	1	1926
chr18:2937692|2938037	chr18	2937692	2938037	3	2_2_0	353	0.017	n/a	/n/a	-	SRR12794696.18299865,SRR12794696.46743397,SRR12794696.46745034,	LPIN2	1	346
chr18:6263947|6312056	chr18	6263947	6312056	4	1_1_2	4	0.667	n/a	/n/a	-	SRR12794696.7196423,SRR12794696.28073044,SRR12794696.47290044,SRR12794696.47290045,	L3MBTL4	4	92,55,103,59
chr18:6301903|6312056	chr18	6301903	6312056	3	2_1_3	13	0.316	n/a	/n/a	-	SRR12794696.16914657,SRR12794696.17896650,SRR12794696.38085015,	L3MBTL4	3	55,103,59
chr18:9182382|9195698	chr18	9182382	9195698	7	5_5_1	303	0.044	n/a	/n/a	+	SRR12794696.394328,SRR12794696.15201416,SRR12794696.26676124,SRR12794696.26676554,SRR12794696.42538732,SRR12794696.42549545,SRR12794696.8182902,	ANKRD12	2	138,148
chr18:9182382|9221999	chr18	9182382	9221999	98	51_52_4	237	0.453	n/a	/n/a	+	SRR12794696.518020,SRR12794696.630092,SRR12794696.884398,SRR12794696.1223559,SRR12794696.1379050,SRR12794696.1379251,SRR12794696.2347016,SRR12794696.2742872,SRR12794696.2881977,SRR12794696.3801104,SRR12794696.4786200,SRR12794696.6728014,SRR12794696.6756963,SRR12794696.6757107,SRR12794696.7262144,SRR12794696.7643070,SRR12794696.7705968,SRR12794696.8326528,SRR12794696.8995572,SRR12794696.10243346,SRR12794696.10342436,SRR12794696.11984822,SRR12794696.13192106,SRR12794696.13787323,SRR12794696.14806950,SRR12794696.15813978,SRR12794696.16038716,SRR12794696.16500939,SRR12794696.16500997,SRR12794696.17325225,SRR12794696.17536955,SRR12794696.18698962,SRR12794696.19005629,SRR12794696.19304788,SRR12794696.21189914,SRR12794696.21357507,SRR12794696.21385250,SRR12794696.21951238,SRR12794696.21951402,SRR12794696.23197942,SRR12794696.23914402,SRR12794696.24687410,SRR12794696.25148033,SRR12794696.25591520,SRR12794696.25976513,SRR12794696.26730830,SRR12794696.26730927,SRR12794696.27164425,SRR12794696.27576892,SRR12794696.28364843,SRR12794696.29073252,SRR12794696.29273568,SRR12794696.30256654,SRR12794696.30257629,SRR12794696.30608221,SRR12794696.30685714,SRR12794696.30904896,SRR12794696.30912989,SRR12794696.31026567,SRR12794696.31026862,SRR12794696.33105391,SRR12794696.33120749,SRR12794696.33689585,SRR12794696.33930144,SRR12794696.34542889,SRR12794696.34644839,SRR12794696.34893534,SRR12794696.34976514,SRR12794696.35047747,SRR12794696.35400298,SRR12794696.35483446,SRR12794696.36808720,SRR12794696.37247340,SRR12794696.37491802,SRR12794696.39042771,SRR12794696.41188778,SRR12794696.41458986,SRR12794696.41461774,SRR12794696.41888266,SRR12794696.42417936,SRR12794696.42834855,SRR12794696.44007786,SRR12794696.44264658,SRR12794696.45138518,SRR12794696.45175615,SRR12794696.46529150,SRR12794696.46614900,SRR12794696.47299418,SRR12794696.48093184,SRR12794696.1240398,SRR12794696.7784886,SRR12794696.7784935,SRR12794696.7785123,SRR12794696.7785676,SRR12794696.17233588,SRR12794696.19023641,SRR12794696.27369669,SRR12794696.44608167,	ANKRD12	6	138,148,147,201,143,148
chr18:9182382|9208803	chr18	9182382	9208803	4	3_3_0	337	0.023	n/a	/n/a	+	SRR12794696.16652694,SRR12794696.21185145,SRR12794696.22384700,SRR12794696.27750530,	ANKRD12	3	138,148,147
chr18:9195551|9221999	chr18	9195551	9221999	22	14_13_0	365	0.108	n/a	/n/a	+	SRR12794696.1701851,SRR12794696.4695871,SRR12794696.4695928,SRR12794696.8146898,SRR12794696.17274952,SRR12794696.18572338,SRR12794696.19454453,SRR12794696.22389351,SRR12794696.24619370,SRR12794696.26520815,SRR12794696.26521174,SRR12794696.27979985,SRR12794696.29812975,SRR12794696.31415992,SRR12794696.31782653,SRR12794696.31783508,SRR12794696.33053975,SRR12794696.35304004,SRR12794696.36981317,SRR12794696.36981424,SRR12794696.40690191,SRR12794696.21583841,	ANKRD12	5	148,147,201,143,148
chr18:9204476|9221999	chr18	9204476	9221999	10	2_7_5	231	0.08	n/a	/n/a	+	SRR12794696.3531359,SRR12794696.12014197,SRR12794696.12015635,SRR12794696.28169503,SRR12794696.28170456,SRR12794696.31148991,SRR12794696.41262237,SRR12794696.41262588,SRR12794696.42931781,SRR12794696.47506034,	ANKRD12	5	69,147,201,143,148
chr18:9208657|9221999	chr18	9208657	9221999	9	8_8_0	381	0.045	n/a	/n/a	+	SRR12794696.8336647,SRR12794696.13163897,SRR12794696.16173078,SRR12794696.17746907,SRR12794696.33622609,SRR12794696.47169551,SRR12794696.47169552,SRR12794696.47169582,SRR12794696.48200635,	ANKRD12	4	147,201,143,148
chr18:9263790|9275667	chr18	9263790	9275667	3	3_3_0	172	0.034	n/a	/n/a	+	SRR12794696.10927089,SRR12794696.34396892,SRR12794696.38396123,	ANKRD12	2	99,144
chr18:9522160|9522509	chr18	9522160	9522509	2	2_2_0	177	0.022	n/a	/n/a	+	SRR12794696.2364033,SRR12794696.13026189,	RALBP1	1	350
chr18:9524594|9525851	chr18	9524594	9525851	142	70_65_5	113	0.715	n/a	/n/a	+	SRR12794696.769357,SRR12794696.1123488,SRR12794696.1692245,SRR12794696.2654271,SRR12794696.2654359,SRR12794696.2827356,SRR12794696.2828316,SRR12794696.2853625,SRR12794696.2885405,SRR12794696.4306289,SRR12794696.4370525,SRR12794696.4370668,SRR12794696.5247654,SRR12794696.5441430,SRR12794696.5443038,SRR12794696.5990463,SRR12794696.6247761,SRR12794696.6509597,SRR12794696.8396904,SRR12794696.8411327,SRR12794696.8764030,SRR12794696.8987950,SRR12794696.9244222,SRR12794696.9244257,SRR12794696.9507428,SRR12794696.9826309,SRR12794696.10249231,SRR12794696.10386724,SRR12794696.10647171,SRR12794696.10843662,SRR12794696.11175556,SRR12794696.11297117,SRR12794696.11549796,SRR12794696.12192472,SRR12794696.12775450,SRR12794696.12782948,SRR12794696.13405867,SRR12794696.13406162,SRR12794696.13672731,SRR12794696.13673261,SRR12794696.14362439,SRR12794696.14851707,SRR12794696.14851792,SRR12794696.14964424,SRR12794696.15341049,SRR12794696.15371213,SRR12794696.15739962,SRR12794696.15740545,SRR12794696.16005182,SRR12794696.16018228,SRR12794696.16213059,SRR12794696.16412370,SRR12794696.16687562,SRR12794696.16687780,SRR12794696.16977835,SRR12794696.17326037,SRR12794696.17474075,SRR12794696.18109594,SRR12794696.18136270,SRR12794696.19970069,SRR12794696.20056547,SRR12794696.20605383,SRR12794696.20668940,SRR12794696.21498531,SRR12794696.23186678,SRR12794696.23192192,SRR12794696.24196161,SRR12794696.24245598,SRR12794696.24287006,SRR12794696.24899465,SRR12794696.25734157,SRR12794696.25735105,SRR12794696.25996059,SRR12794696.26006928,SRR12794696.27050043,SRR12794696.27050571,SRR12794696.27050572,SRR12794696.27356222,SRR12794696.27394348,SRR12794696.27522647,SRR12794696.28604876,SRR12794696.29776518,SRR12794696.30293866,SRR12794696.30950613,SRR12794696.31840829,SRR12794696.32346773,SRR12794696.32383335,SRR12794696.32651174,SRR12794696.32712606,SRR12794696.33019349,SRR12794696.34053843,SRR12794696.34117758,SRR12794696.34123934,SRR12794696.34949717,SRR12794696.35370546,SRR12794696.36209330,SRR12794696.36293020,SRR12794696.36293094,SRR12794696.37566886,SRR12794696.37566954,SRR12794696.37714090,SRR12794696.37977019,SRR12794696.38566961,SRR12794696.38567052,SRR12794696.41705129,SRR12794696.41792356,SRR12794696.42815382,SRR12794696.42897327,SRR12794696.43290852,SRR12794696.43554408,SRR12794696.44354176,SRR12794696.44364714,SRR12794696.45479809,SRR12794696.45776599,SRR12794696.47313000,SRR12794696.47951051,SRR12794696.48339820,SRR12794696.1481995,SRR12794696.2551824,SRR12794696.2797681,SRR12794696.2797825,SRR12794696.2798097,SRR12794696.3890864,SRR12794696.4750847,SRR12794696.9744680,SRR12794696.14547671,SRR12794696.22221500,SRR12794696.22784116,SRR12794696.23490639,SRR12794696.23490668,SRR12794696.23535325,SRR12794696.23931410,SRR12794696.24078155,SRR12794696.24994725,SRR12794696.27771790,SRR12794696.28484482,SRR12794696.28551316,SRR12794696.36890600,SRR12794696.39101392,SRR12794696.45858692,SRR12794696.46064129,SRR12794696.48427983,	RALBP1	2	162,132
chr18:9583117|9595102	chr18	9583117	9595102	26	13_9_9	495	0.095	n/a	/n/a	-	SRR12794696.13694296,SRR12794696.21284773,SRR12794696.22008473,SRR12794696.22931454,SRR12794696.23259950,SRR12794696.25679324,SRR12794696.25679993,SRR12794696.25681141,SRR12794696.31149751,SRR12794696.31149929,SRR12794696.34054661,SRR12794696.35908405,SRR12794696.37455643,SRR12794696.37773285,SRR12794696.38074257,SRR12794696.38306629,SRR12794696.42704920,SRR12794696.43799949,SRR12794696.44112992,SRR12794696.47097489,SRR12794696.47097648,SRR12794696.47832212,SRR12794696.48629708,SRR12794696.12714796,SRR12794696.43802137,SRR12794696.43803748,	PPP4R1	6	159,66,108,147,143,85
chr18:9583117|9595153	chr18	9583117	9595153	26	19_18_1	381	0.12	n/a	/n/a	-	SRR12794696.135849,SRR12794696.479846,SRR12794696.1284486,SRR12794696.2770945,SRR12794696.2773065,SRR12794696.5727873,SRR12794696.13982448,SRR12794696.21776769,SRR12794696.21845396,SRR12794696.22234502,SRR12794696.25512208,SRR12794696.26340932,SRR12794696.26377640,SRR12794696.27802795,SRR12794696.27982576,SRR12794696.35160838,SRR12794696.38739183,SRR12794696.38739387,SRR12794696.38879847,SRR12794696.41166793,SRR12794696.44725925,SRR12794696.44726146,SRR12794696.44726380,SRR12794696.47676443,SRR12794696.34838704,SRR12794696.46668263,	PPP4R1	7	159,66,108,147,143,107,136
chr18:9588089|9588853	chr18	9588089	9588853	2	2_1_0	801	0.005	n/a	/n/a	-	SRR12794696.45654018,SRR12794696.20801766,	PPP4R1	2	147,143
chr18:9588089|9595153	chr18	9588089	9595153	3	2_2_0	446	0.013	n/a	/n/a	-	SRR12794696.17542394,SRR12794696.21904924,SRR12794696.21905676,	PPP4R1	4	147,143,107,136
chr18:9775278|9815222	chr18	9775278	9815222	3	1_3_2	386	0.015	n/a	/n/a	+	SRR12794696.5988926,SRR12794696.37266080,SRR12794696.42988898,	RAB31	4	80,82,72,107
chr18:9814020|9815222	chr18	9814020	9815222	2	2_2_0	384	0.01	n/a	/n/a	+	SRR12794696.4152651,SRR12794696.5936757,	RAB31	2	72,107
chr18:9931810|9937066	chr18	9931810	9937066	41	19_13_10	249	0.248	n/a	/n/a	+	SRR12794696.1887410,SRR12794696.2779962,SRR12794696.3497505,SRR12794696.5622324,SRR12794696.8437291,SRR12794696.13177172,SRR12794696.13779030,SRR12794696.14771098,SRR12794696.15298289,SRR12794696.17817845,SRR12794696.19877363,SRR12794696.23321144,SRR12794696.23321203,SRR12794696.25161760,SRR12794696.25702416,SRR12794696.28477218,SRR12794696.30097322,SRR12794696.30146416,SRR12794696.31398244,SRR12794696.31399885,SRR12794696.31773229,SRR12794696.35382255,SRR12794696.36500463,SRR12794696.36520412,SRR12794696.39774579,SRR12794696.40910413,SRR12794696.42134068,SRR12794696.43319287,SRR12794696.43319374,SRR12794696.1815154,SRR12794696.2291220,SRR12794696.4120083,SRR12794696.4120125,SRR12794696.13714413,SRR12794696.16150842,SRR12794696.16588169,SRR12794696.16759469,SRR12794696.21376901,SRR12794696.23390105,SRR12794696.29015767,SRR12794696.41774624,	VAPA	3	153,104,81
chr18:9931810|9950568	chr18	9931810	9950568	8	6_7_0	215	0.069	n/a	/n/a	+	SRR12794696.994266,SRR12794696.4957473,SRR12794696.21448028,SRR12794696.25612633,SRR12794696.39043699,SRR12794696.48590875,SRR12794696.8225675,SRR12794696.43556927,	VAPA	5	153,104,81,135,174
chr18:9936110|9945058	chr18	9936110	9945058	3	1_2_0	67	0.082	n/a	/n/a	+	SRR12794696.6435726,SRR12794696.6435759,SRR12794696.6155020,	VAPA	3	104,81,135
chr18:12999421|13042334	chr18	12999421	13042334	3	3_3_0	85	0.066	n/a	/n/a	+	SRR12794696.21739385,SRR12794696.27189399,SRR12794696.27857288,	CEP192	14	168,126,176,53,121,149,136,125,340,144,65,210,127,131
chr18:12999421|13019206	chr18	12999421	13019206	21	12_10_1	94	0.309	n/a	/n/a	+	SRR12794696.3765124,SRR12794696.6295894,SRR12794696.8864984,SRR12794696.8865955,SRR12794696.9914459,SRR12794696.10790928,SRR12794696.13480170,SRR12794696.13480251,SRR12794696.13678434,SRR12794696.14938955,SRR12794696.14939076,SRR12794696.20334322,SRR12794696.21776841,SRR12794696.32516670,SRR12794696.42699444,SRR12794696.44921398,SRR12794696.44921429,SRR12794696.10495816,SRR12794696.23058334,SRR12794696.29833936,SRR12794696.38610899,	CEP192	8	168,126,176,53,121,149,136,125
chr18:12999421|13030608	chr18	12999421	13030608	17	11_10_0	90	0.274	n/a	/n/a	+	SRR12794696.3616100,SRR12794696.3616785,SRR12794696.3617269,SRR12794696.14219428,SRR12794696.14607261,SRR12794696.15687686,SRR12794696.27250239,SRR12794696.27251234,SRR12794696.29955233,SRR12794696.38455876,SRR12794696.39476945,SRR12794696.40710551,SRR12794696.41018208,SRR12794696.42191034,SRR12794696.42191118,SRR12794696.44772552,SRR12794696.26148762,	CEP192	10	168,126,176,53,121,149,136,125,340,144
chr18:13017188|13053090	chr18	13017188	13053090	2	2_2_0	121	0.032	n/a	/n/a	+	SRR12794696.5646784,SRR12794696.5647684,	CEP192	12	149,136,125,340,144,65,210,127,131,823,127,172
chr18:13037237|13040956	chr18	13037237	13040956	3	2_2_1	96	0.059	n/a	/n/a	+	SRR12794696.8748324,SRR12794696.36729598,SRR12794696.30959362,	CEP192	3	65,210,127
chr18:13099476|13103588	chr18	13099476	13103588	6	3_3_3	62	0.162	n/a	/n/a	+	SRR12794696.1166584,SRR12794696.8709696,SRR12794696.32068437,SRR12794696.48062677,SRR12794696.22832973,SRR12794696.22833379,	CEP192	3	106,208,80
chr18:20982763|20984535	chr18	20982763	20984535	2	1_2_1	395	0.01	n/a	/n/a	-	SRR12794696.12919883,SRR12794696.47935895,	ROCK1	2	70,185
chr18:21006351|21008194	chr18	21006351	21008194	6	5_5_0	389	0.03	n/a	/n/a	-	SRR12794696.8026612,SRR12794696.20006016,SRR12794696.20853214,SRR12794696.39350043,SRR12794696.39996193,SRR12794696.39996460,	ROCK1	3	247,92,136
chr18:21039472|21044186	chr18	21039472	21044186	10	2_3_6	484	0.04	n/a	/n/a	-	SRR12794696.674432,SRR12794696.12503484,SRR12794696.12506551,SRR12794696.32501665,SRR12794696.35009580,SRR12794696.40199866,SRR12794696.41601140,SRR12794696.45930302,SRR12794696.45930667,SRR12794696.30803833,	ROCK1	4	92,139,145,85
chr18:21564203|21568094	chr18	21564203	21568094	3	2_2_0	96	0.059	n/a	/n/a	-	SRR12794696.26460872,SRR12794696.44932784,SRR12794696.44933191,	ESCO1	3	115,61,115
chr18:21656861|21659343	chr18	21656861	21659343	3	2_1_0	253	0.023	n/a	/n/a	-	SRR12794696.8278603,SRR12794696.19438954,SRR12794696.19439373,	ABHD3	3	166,49,174
chr18:21656861|21664230	chr18	21656861	21664230	2	2_1_1	251	0.016	n/a	/n/a	-	SRR12794696.16472163,SRR12794696.48728403,	ABHD3	4	166,49,174,113
chr18:21765772|21779685	chr18	21765772	21779685	33	24_22_0	101	0.395	n/a	/n/a	+	SRR12794696.1606243,SRR12794696.3128349,SRR12794696.5227568,SRR12794696.5329085,SRR12794696.5561594,SRR12794696.6039296,SRR12794696.11212813,SRR12794696.11683953,SRR12794696.14039740,SRR12794696.15638734,SRR12794696.16139546,SRR12794696.19817195,SRR12794696.21261089,SRR12794696.21261347,SRR12794696.22725213,SRR12794696.24455616,SRR12794696.24605019,SRR12794696.27801188,SRR12794696.28766998,SRR12794696.28767562,SRR12794696.29256520,SRR12794696.29257706,SRR12794696.33845154,SRR12794696.36160306,SRR12794696.36242658,SRR12794696.37229408,SRR12794696.39618070,SRR12794696.39618139,SRR12794696.46451449,SRR12794696.47700551,SRR12794696.48287772,SRR12794696.12289094,SRR12794696.26824661,	MIB1	5	172,130,105,67,205
chr18:21765772|21768752	chr18	21765772	21768752	6	5_5_0	123	0.089	n/a	/n/a	+	SRR12794696.6948621,SRR12794696.8545556,SRR12794696.12312689,SRR12794696.33843036,SRR12794696.33843066,SRR12794696.41962383,	MIB1	2	172,130
chr18:21778103|21779685	chr18	21778103	21779685	4	1_2_2	176	0.043	n/a	/n/a	+	SRR12794696.27483150,SRR12794696.39567444,SRR12794696.29675712,SRR12794696.36819437,	MIB1	2	67,205
chr18:21791374|21804014	chr18	21791374	21804014	5	2_1_1	140	0.067	n/a	/n/a	+	SRR12794696.27358059,SRR12794696.27358873,SRR12794696.27359265,SRR12794696.31180497,SRR12794696.31181215,	MIB1	4	184,145,134,108
chr18:23001586|23006432	chr18	23001586	23006432	2	2_0_2	21	0.16	n/a	/n/a	+	SRR12794696.28678384,SRR12794696.45661238,	RBBP8	2	144,70
chr18:23006363|23016924	chr18	23006363	23016924	2	0_1_2	20	0.167	n/a	/n/a	+	SRR12794696.37268272,SRR12794696.7317773,	RBBP8	2	70,97
chr18:23506970|23509279	chr18	23506970	23509279	5	1_4_5	109	0.084	n/a	/n/a	+	SRR12794696.6822472,SRR12794696.20815580,SRR12794696.23358158,SRR12794696.38920338,SRR12794696.43369068,	RMC1	3	85,57,87
chr18:23515856|23516423	chr18	23515856	23516423	2	2_2_0	117	0.033	n/a	/n/a	+	SRR12794696.12283296,SRR12794696.27794722,	RMC1	2	141,104
chr18:24064140|24069271	chr18	24064140	24069271	85	21_37_34	92	0.649	n/a	/n/a	+	SRR12794696.95728,SRR12794696.372679,SRR12794696.1128055,SRR12794696.2422592,SRR12794696.2761293,SRR12794696.3982225,SRR12794696.3982492,SRR12794696.3988178,SRR12794696.8058027,SRR12794696.9074486,SRR12794696.9226502,SRR12794696.9230868,SRR12794696.11858525,SRR12794696.12369530,SRR12794696.15366471,SRR12794696.15606423,SRR12794696.16230713,SRR12794696.16424558,SRR12794696.17690806,SRR12794696.18006891,SRR12794696.18096047,SRR12794696.19469808,SRR12794696.19826018,SRR12794696.19951135,SRR12794696.21219803,SRR12794696.23676095,SRR12794696.23677150,SRR12794696.23741344,SRR12794696.24029150,SRR12794696.24039364,SRR12794696.25480975,SRR12794696.25635881,SRR12794696.25896359,SRR12794696.27095363,SRR12794696.27139698,SRR12794696.29674910,SRR12794696.30069874,SRR12794696.30088278,SRR12794696.30518193,SRR12794696.30967031,SRR12794696.31546338,SRR12794696.33165669,SRR12794696.33497660,SRR12794696.34479599,SRR12794696.34970995,SRR12794696.35895415,SRR12794696.35965626,SRR12794696.36465891,SRR12794696.37377328,SRR12794696.37434644,SRR12794696.38217855,SRR12794696.38551858,SRR12794696.38722561,SRR12794696.39636166,SRR12794696.40441908,SRR12794696.40529517,SRR12794696.40862066,SRR12794696.40876520,SRR12794696.40886595,SRR12794696.40987994,SRR12794696.41173074,SRR12794696.42988906,SRR12794696.42989532,SRR12794696.42989655,SRR12794696.43248090,SRR12794696.43294827,SRR12794696.44400458,SRR12794696.44564124,SRR12794696.44630706,SRR12794696.45346310,SRR12794696.45441805,SRR12794696.45553999,SRR12794696.45673500,SRR12794696.45673939,SRR12794696.45674198,SRR12794696.46106711,SRR12794696.47036363,SRR12794696.48015421,SRR12794696.2855324,SRR12794696.4402098,SRR12794696.29521511,SRR12794696.30887627,SRR12794696.31506973,SRR12794696.35270984,SRR12794696.48367312,	TTC39C	3	49,129,115
chr18:24064140|24083081	chr18	24064140	24083081	12	2_7_5	77	0.238	n/a	/n/a	+	SRR12794696.1480807,SRR12794696.4962180,SRR12794696.17574462,SRR12794696.17575147,SRR12794696.29985171,SRR12794696.29985364,SRR12794696.31776577,SRR12794696.32703280,SRR12794696.45735854,SRR12794696.31308656,SRR12794696.40727983,SRR12794696.42413325,	TTC39C	5	49,129,115,355,169
chr18:24366892|24377535	chr18	24366892	24377535	2	2_2_0	21	0.16	n/a	/n/a	-	SRR12794696.44042196,SRR12794696.44042209,	OSBPL1A	3	75,86,123
chr18:26052624|26078160	chr18	26052624	26078160	3	2_0_2	92	0.061	n/a	/n/a	-	SRR12794696.6218029,SRR12794696.46407947,SRR12794696.46409037,	SS18	3	222,154,85
chr18:31638644|31666372	chr18	31638644	31666372	5	5_3_2	5	0.667	n/a	/n/a	-	SRR12794696.18337309,SRR12794696.18578380,SRR12794696.27764621,SRR12794696.41547290,SRR12794696.44225618,	B4GALT6	4	117,125,114,117
chr18:31832084|31839457	chr18	31832084	31839457	11	5_9_4	162	0.12	n/a	/n/a	-	SRR12794696.2079267,SRR12794696.3676309,SRR12794696.4305875,SRR12794696.4306744,SRR12794696.9036443,SRR12794696.10772486,SRR12794696.21061769,SRR12794696.24431317,SRR12794696.27675005,SRR12794696.45731769,SRR12794696.46736526,	TRAPPC8	2	90,146
chr18:31870372|31871120	chr18	31870372	31871120	6	2_3_0	183	0.062	n/a	/n/a	-	SRR12794696.23162370,SRR12794696.37482297,SRR12794696.37482337,SRR12794696.37482338,SRR12794696.48222159,SRR12794696.18534975,	TRAPPC8	2	131,195
chr18:32111754|32113860	chr18	32111754	32113860	40	32_28_1	41	0.661	n/a	/n/a	+	SRR12794696.1161683,SRR12794696.3854638,SRR12794696.4727357,SRR12794696.4753817,SRR12794696.4797805,SRR12794696.5069492,SRR12794696.7262908,SRR12794696.11061065,SRR12794696.12200934,SRR12794696.13159407,SRR12794696.13159498,SRR12794696.18756994,SRR12794696.21144273,SRR12794696.22155831,SRR12794696.22752547,SRR12794696.25141239,SRR12794696.25553113,SRR12794696.27148428,SRR12794696.27449715,SRR12794696.27827629,SRR12794696.32122264,SRR12794696.35843590,SRR12794696.35958358,SRR12794696.36540804,SRR12794696.36540861,SRR12794696.40155547,SRR12794696.41284677,SRR12794696.41569227,SRR12794696.42511227,SRR12794696.42643441,SRR12794696.46128500,SRR12794696.46595816,SRR12794696.46781778,SRR12794696.48226861,SRR12794696.611508,SRR12794696.18734085,SRR12794696.25032618,SRR12794696.29332699,SRR12794696.29333626,SRR12794696.47235006,	RNF138	2	166,116
chr18:32111754|32124845	chr18	32111754	32124845	10	6_5_1	33	0.377	n/a	/n/a	+	SRR12794696.4192697,SRR12794696.5419573,SRR12794696.5422423,SRR12794696.6037930,SRR12794696.17024129,SRR12794696.17025086,SRR12794696.17025124,SRR12794696.22519952,SRR12794696.42202173,SRR12794696.44437147,	RNF138	4	166,116,57,112
chr18:35070195|35102159	chr18	35070195	35102159	3	3_3_0	178	0.033	n/a	/n/a	+	SRR12794696.8381034,SRR12794696.24656610,SRR12794696.39457675,	MAPRE2	3	128,146,214
chr18:36026900|36033837	chr18	36026900	36033837	5	5_4_0	150	0.062	n/a	/n/a	-	SRR12794696.7885938,SRR12794696.26334429,SRR12794696.32468978,SRR12794696.47776924,SRR12794696.27430961,	RPRD1A	5	176,127,98,107,130
chr18:36141137|36160015	chr18	36141137	36160015	2	2_0_2	81	0.047	n/a	/n/a	+	SRR12794696.32353451,SRR12794696.36457462,	ELP2	11	65,67,141,96,101,132,150,189,70,96,58
chr18:42015476|42029441	chr18	42015476	42029441	2	2_2_0	172	0.023	n/a	/n/a	+	SRR12794696.3417196,SRR12794696.5253642,	PIK3C3	4	91,68,106,117
chr18:42027443|42049605	chr18	42027443	42049605	15	9_4_11	140	0.176	n/a	/n/a	+	SRR12794696.7578207,SRR12794696.16958460,SRR12794696.21092649,SRR12794696.22463635,SRR12794696.22463701,SRR12794696.22463828,SRR12794696.29841302,SRR12794696.30440838,SRR12794696.37102539,SRR12794696.37184879,SRR12794696.39467069,SRR12794696.45607633,SRR12794696.47678478,SRR12794696.18579508,SRR12794696.20857713,	PIK3C3	8	106,117,132,129,70,65,85,75
chr18:42037692|42049605	chr18	42037692	42049605	2	2_1_1	178	0.022	n/a	/n/a	+	SRR12794696.13372675,SRR12794696.37201390,	PIK3C3	5	129,70,65,85,75
chr18:42038781|42049605	chr18	42038781	42049605	4	3_0_3	167	0.046	n/a	/n/a	+	SRR12794696.8555212,SRR12794696.13171350,SRR12794696.19552846,SRR12794696.22770670,	PIK3C3	4	70,65,85,75
