,id,X.chrom,start,end,name,score,strand,logFC,logCPM,LR,PValue,DE,FDR
8290,circ_17459,chr5,176402396,176409624,UIMC1,335,-,-2.72608152903359,-1.63040221597428,7.72625086376633,0.00544236413379208,0,1
19021,circ_6565,chr14,50262508,50267414,NEMF,174,-,3.17181605902564,-1.78655027971081,7.70760326464613,0.00549887128744036,0,1
16017,circ_3861,chr11,36415395,36424928,PRR5L,413,+,1.66104083389381,-0.991711714706038,7.5441913387137,0.00602038350682749,0,1
14173,circ_22753,chrX,72797242,72804408,CHIC1,263,+,-2.39828790742036,-1.53568728489835,7.46085959030853,0.00630548899598537,0,1
21127,circ_8460,chr16,354303,364683,AXIN1,389,-,1.4514938543885,-0.776533625923926,7.19233050344948,0.00732158286411684,0,1
11286,circ_20154,chr7,6624646,6624891,ZDHHC4,133,+,3.40193176121216,-1.89793431412232,7.05965458164605,0.00788391973890069,0,1
14873,circ_2831,chr10,31644072,31676195,ZEB1,157,+,-4.98332837471835,-2.25048897997483,6.91773766590694,0.00853448796633523,0,1
19664,circ_7143,chr15,101775286,101775782,CHSY1,709,-,1.14885960459409,-0.128508901607078,6.89857096043852,0.00862646769376174,0,1
21013,circ_8358,chr16,2660462,2732801,LOC652276,90,+,4.87352703800066,-2.05106379795723,6.87252416472635,0.00875309332622693,0,1
7836,circ_1705,chr1,36872980,36876194,,67,+,4.96997536372594,-2.28060383363776,6.78814483894729,0.00917652227851183,0,1
10355,circ_19317,chr6,90916287,90981660,BACH2,188,-,-1.97351967548166,-1.39004478282001,6.78803162004774,0.00917710430215304,0,1
14620,circ_2603,chr10,126727565,126763412,CTBP2,91,-,4.89011714539834,-2.23489369828408,6.71887634334479,0.00953977125475267,0,1
22330,circ_9543,chr17,56081011,56082402,SRSF1,62,-,4.94543506404324,-2.29672074237009,6.61545913064092,0.0101097271974206,0,1
21223,circ_8547,chr16,53189837,53191453,CHD9,222,+,-2.53900574639093,-1.6615164783048,6.48027601964867,0.0109078043625469,0,1
2644,circ_12377,chr2,32602655,32620661,BIRC6,102,+,3.36795270234414,-1.93964566041008,6.39728406141267,0.0114295082277545,0,1
9996,circ_18995,chr6,42643793,42647570,UBR2,176,+,-4.90894896891943,-2.29812695448943,6.32559000126387,0.0119007886649944,0,1
14248,circ_22820,chrY,15024874,15026561,DDX3Y,49,+,4.86013375453792,-2.30720601176866,6.28295047391892,0.0121904974094803,0,1
2901,circ_12608,chr2,48555699,48573890,FOXN2,619,+,1.23218765708507,-0.584493158221131,6.28042777766526,0.0122078628332592,0,1
8149,circ_17331,chr5,156721791,156731374,CYFIP2,77,+,-4.82536181119662,-2.29694030892432,6.18453689603519,0.012887142575934,0,1
545,circ_10488,chr18,9722738,9815219,RAB31,72,+,-4.84963226826565,-2.30594276278748,6.17109836854722,0.012985396363206,0,1
335,circ_10299,chr18,52544797,52551667,RAB27B,145,+,-4.88195927442147,-2.30018931940024,6.15765957292105,0.0130844223117264,0,1
10284,circ_19253,chr6,86328535,86333830,SYNCRIP,125,-,4.83309519349289,-2.33890873862494,6.02505177195835,0.0141042180244799,0,1
4440,circ_13994,chr22,29682911,29683123,EWSR1,66,+,-4.85887491571295,-2.32440379248251,6.01436239744036,0.014189904568397,0,1
18232,circ_5855,chr13,28771321,28794515,PAN3,249,+,1.77310892828537,-1.33171099603994,5.95011901258939,0.0147162925360021,0,1
466,circ_10416,chr18,756556,756835,YES1,155,-,1.77360845242669,-1.35445575474648,5.9029709805309,0.015115367292612,0,1
8590,circ_17729,chr5,64096074,64100213,CWC27,55,+,4.82700936100265,-2.35195459175643,5.89865690157022,0.0151524350957892,0,1
11847,circ_2066,chr1,78097534,78107340,ZZZ3,64,-,-4.81044336365714,-2.2718902671552,5.87783397889288,0.0153326726751919,0,1
1576,circ_11415,chr2,152646265,152648422,ARL5A,49,-,-4.83066663641308,-2.3374610287232,5.82360546836205,0.0158124994367901,0,1
19035,circ_6578,chr14,50292584,50298079,NEMF,969,-,-1.00977675236808,-0.00684339567603047,5.81726165786569,0.0158696330605042,0,1
18994,circ_6540,chr14,45700343,45706924,MIS18BP1,112,-,2.76944242499422,-1.82056934159398,5.74622194344825,0.0165241568298368,0,1
14263,circ_22834,chrY,2829114,2829687,ZFY,36,+,4.77387699012541,-2.37325025638314,5.65180765709854,0.017437388050847,0,1
9819,circ_18835,chr6,32629743,32725660,HLA-DQB1|HLA-DQB2,31,-,-4.83134037894446,-2.16832983407599,5.64808023145631,0.0174744926151972,0,1
10592,circ_19530,chr7,131060182,131073731,MKLN1,33,+,4.75212473695982,-2.36719511111154,5.63351314068925,0.0176202835842174,0,1
18006,circ_5651,chr12,99076920,99080651,APAF1,54,+,-4.77174636071367,-2.32541456531424,5.61538630270693,0.0178034561869827,0,1
5980,circ_1538,chr1,28802618,28807116,PHACTR4,36,+,-4.76283218536903,-2.34416550257314,5.53894774682233,0.0185977620028755,0,1
18165,circ_5795,chr13,21735928,21746820,SKA3,308,-,-1.59650670695771,-1.23091606804704,5.53754141303069,0.0186127139549129,0,1
6942,circ_16245,chr4,170501992,170511960,NEK1,106,-,-4.69560375265479,-2.34584922906955,5.53134116530369,0.0186787823584787,0,1
3728,circ_13352,chr20,3893104,3899443,PANK2,181,+,1.93480506016357,-1.50389432533635,5.51592575362641,0.0188440974765057,0,1
19388,circ_6896,chr14,73614502,73664837,PSEN1,71,+,4.62590096865257,-2.33298658460196,5.49608556410544,0.0190590914180551,0,1
15702,circ_3578,chr11,118451960,118455359,ARCN1,391,+,-1.43024710814978,-1.03883508020677,5.45950046172115,0.0194622099499513,0,1
4049,circ_13641,chr21,16363521,16415895,NRIP1,399,-,-1.60808403213053,-1.18978483448525,5.45651648439364,0.0194954756800955,0,1
4696,circ_14223,chr3,100013930,100016889,TBC1D23,114,+,4.71696089532239,-2.38889452037947,5.44401581688312,0.019635474764475,0,1
9585,circ_18624,chr6,158994451,159046786,TMEM181,266,+,1.36036067343194,-0.980175472864565,5.41624731615238,0.0199501947786617,0,1
525,circ_1047,chr1,212502476,212506940,PPP2R5A,494,+,1.44029461008077,-1.05952837359028,5.36490170827502,0.0205459461343998,0,1
5892,circ_1530,chr1,28362054,28384605,EYA3,538,-,1.20690484173472,-0.751286543823315,5.2533149288649,0.0219050020849392,0,1
12717,circ_21442,chr9,115024714,115060196,PTBP3,238,-,2.31646822415032,-1.70252255152422,5.23516102230636,0.0221347594176753,0,1
1427,circ_11281,chr2,128855002,128861588,UGGT1,100,+,-4.69119357801541,-2.39489811687924,5.20653408329826,0.0225021494476872,0,1
2950,circ_12652,chr2,55433405,55436967,C2orf63,34,-,4.53744611776894,-2.36023313192763,5.16552869500905,0.0230394439601088,0,1
3010,circ_12706,chr2,61340904,61345251,KIAA1841,420,+,1.22039237425471,-0.821902758537611,5.1628503493848,0.0230749977696212,0,1
6238,circ_15611,chr3,56702424,56707753,FAM208A,132,-,3.24159020271289,-2.02320983594955,5.15407933902836,0.0231918275514845,0,1
18722,circ_6296,chr14,103871412,103894777,MARK3,58,+,-4.62754584865323,-2.3873120279066,5.14463820593506,0.023318268913505,0,1
9038,circ_18131,chr6,106696024,106740981,ATG5,174,-,2.01508846346848,-1.56250107818038,5.14194577330415,0.0233544584237081,0,1
10035,circ_19029,chr6,47471015,47472494,CD2AP,192,+,1.87338805105804,-1.46520236850452,5.1351288620116,0.0234463464801916,0,1
8901,circ_18008,chr5,86627164,86633908,RASA1,362,+,-1.29057592208015,-0.933819271998114,5.12470559269628,0.0235875716849405,0,1
8437,circ_17591,chr5,39201927,39203089,FYB,255,-,2.01188084096415,-1.55583401256961,5.12201163841548,0.023624215423043,0,1
9255,circ_18327,chr6,130496985,130505768,SAMD3,511,-,1.08139810859817,-0.401903192472729,5.08380516996037,0.0241503120866069,0,1
14444,circ_2445,chr10,112711365,112724819,SHOC2,292,+,-1.40418422005286,-1.11814423732988,5.07887366702636,0.0242190983296669,0,1
19561,circ_7050,chr14,92473983,92477416,TRIP11,238,-,-1.77692679122642,-1.45206061035557,5.06853341770834,0.0243639883713662,0,1
21144,circ_8476,chr16,396147,397106,AXIN1,445,-,1.1408731436553,-0.685678311683329,5.06489084421238,0.0244152429661984,0,1
15158,circ_3088,chr10,70514470,70517134,CCAR1,90,+,4.51303137463827,-2.37977555744136,5.01219003993721,0.0251694469390155,0,1
19441,circ_6943,chr14,76633005,76662315,C14orf118,120,+,3.20967180816861,-2.02636798398784,4.96303938717939,0.0258946552326754,0,1
15838,circ_370,chr1,153791266,153792211,GATAD2B,60,-,4.50547177259834,-2.39508279902902,4.92144012797873,0.0265253975774232,0,1
16402,circ_4207,chr11,76237505,76239510,C11orf30,95,+,-3.18639836651394,-2.02284415190703,4.91513953858399,0.0266223126648934,0,1
8595,circ_17733,chr5,64747301,64769779,ADAMTS6,126,-,-4.62388060905062,-2.24110040223629,4.89293972407395,0.0269667317171717,0,1
14064,circ_22655,chrX,44870205,44879975,KDM6A,41,+,-4.6356807790344,-2.42729128212932,4.88885943657992,0.0270305376736008,0,1
21624,circ_8908,chr17,11984672,11999011,MAP2K4,316,+,1.3586071105957,-1.05627814757797,4.83665644839139,0.027860863594007,0,1
5154,circ_14636,chr3,142116170,142123918,XRN1,267,-,-1.66238969946255,-1.37061308340783,4.79020034977073,0.0286220971612781,0,1
19842,circ_7303,chr15,42851536,42856055,HAUS2,256,+,1.9025506317678,-1.56857321887714,4.78290497103439,0.0287435926513687,0,1
1014,circ_1091,chr1,21327691,21329301,EIF4G3,236,-,2.32170057063678,-1.74327530156022,4.77274815272468,0.0289136366961813,0,1
2967,circ_12668,chr2,55785910,55800913,SMEK2,61,-,-4.58914978247415,-2.43737811960888,4.75735845846829,0.0291732874934553,0,1
12920,circ_21625,chr9,130206307,130207528,ZNF79,165,+,-3.10164601238842,-2.012760092363,4.74603374183938,0.0293659052341532,0,1
16736,circ_4508,chr12,10539501,10546466,KLRC4-KLRK1,774,-,0.870095820343989,0.236707242750127,4.72657536564355,0.0296999649059672,0,1
2026,circ_11820,chr2,201994451,201997857,CFLAR,130,+,-2.34487257179106,-1.75698516626754,4.70010031186381,0.0301608570113348,0,1
5709,circ_15135,chr3,196214269,196215554,RNF168,652,-,-1.02281781276719,-0.453387038310627,4.67709923728011,0.0305673226586477,0,1
19853,circ_7313,chr15,43122135,43132631,TTBK2,34,-,-4.58046749121024,-2.44682255342584,4.6734463456744,0.030632398663108,0,1
4288,circ_13857,chr21,45165959,45168961,PDXK,239,+,1.85986715712298,-1.52258152912388,4.66559597375258,0.030772741717652,0,1
5624,circ_15059,chr3,185638891,185641772,TRA2B,129,-,-2.77727304969792,-1.92647726683805,4.65300160281714,0.0309992966456756,0,1
11864,circ_20675,chr8,133740043,133764243,TMEM71,44,-,-4.51747340575483,-2.43976381684134,4.63344609749145,0.0313545259339167,0,1
18809,circ_6374,chr14,31139461,31144271,SCFD1,861,+,0.885742609249344,0.0603727069954735,4.59478669808105,0.0320693330954059,0,1
8004,circ_17200,chr5,139889221,139889766,ANKHD1|ANKHD1-EIF4EBP3,46,+,-4.50788840255476,-2.44386929913244,4.59265372985121,0.0321092630250217,0,1
13642,circ_22275,chr9,96233422,96238620,FAM120A,1485,+,-0.789223019057157,0.749857662541963,4.59243300440462,0.0321133980459907,0,1
9625,circ_18660,chr6,161455290,161471011,MAP3K4,29,+,-4.53741833841053,-2.45357655307863,4.57380628215522,0.0324643572208601,0,1
19857,circ_7317,chr15,43164808,43170882,TTBK2,154,-,-3.06413794948625,-2.03132984039487,4.54553267080125,0.0330047515047268,0,1
14717,circ_2691,chr10,17401512,17432619,ST8SIA6,44,-,4.5302632125458,-2.47466315661072,4.52956721278183,0.0333140416751031,0,1
6148,circ_15530,chr3,50137414,50143142,RBM5,74,+,4.42226941483841,-2.44059579437676,4.5265061383408,0.0333736872714856,0,1
5558,circ_150,chr1,113196219,113202401,CAPZA1,439,+,1.32832679963187,-1.12929101954219,4.4883068023739,0.034127462990328,0,1
15014,circ_2959,chr10,52279590,52350007,SGMS1,45,-,4.51075003929807,-2.47794958577494,4.4788279617014,0.0343172470797629,0,1
8391,circ_1755,chr1,40656443,40668286,RLF,155,+,-2.44379544476612,-1.82639905672273,4.46648266008197,0.0345660786020469,0,1
357,circ_10318,chr18,56363597,56367823,MALT1,700,+,-0.962369112752899,-0.350310460075929,4.4184890433124,0.0355515038113037,0,1
12306,circ_21072,chr8,618597,624047,ERICH1,579,-,-1.17673135048254,-0.85861424618239,4.40493942070111,0.035834997464323,0,1
18950,circ_6500,chr14,39620949,39628754,TRAPPC6B,327,-,-1.36782490278162,-1.19765650575065,4.39892802137359,0.0359615283055247,0,1
18789,circ_6356,chr14,23502576,23502883,PSMB5,54,-,4.47121632547906,-2.47952464009693,4.39340287276045,0.0360782366854098,0,1
8647,circ_17780,chr5,68470703,68471364,CCNB1,422,+,1.21285174465734,-0.946616288752459,4.36984982866973,0.0365802155308736,0,1
2626,circ_12360,chr2,32323864,32353548,SPAST,126,+,4.50490397213022,-2.49994521153436,4.3533472909208,0.0369362818156632,0,1
2736,circ_1246,chr1,230798886,230810870,COG2,58,+,4.50490397213022,-2.49994521153436,4.3533472909208,0.0369362818156632,0,1
16482,circ_428,chr1,155490890,155491409,ASH1L,439,-,1.094182222463,-0.756015197733622,4.33336286018183,0.0373723400932425,0,1
10636,circ_19570,chr7,138738196,138740041,ZC3HAV1,98,-,-4.51146395206818,-2.48232897993756,4.31616089426654,0.037752003824532,0,1
13229,circ_21903,chr9,33351557,33354890,NFX1,35,+,-4.38520867064253,-2.45886210871263,4.30327654152254,0.0380390196880287,0,1
11984,circ_20783,chr8,19249092,19260648,,105,-,4.42222115791922,-2.48770240105088,4.28419302198863,0.0384683395230636,0,1
21787,circ_9054,chr17,27778472,27794234,TAOK1,63,+,4.4445590263802,-2.48835483045293,4.28332412321887,0.0384880075323872,0,1
21933,circ_9186,chr17,34147027,34149837,TAF15,27,+,-4.4831606005548,-2.48576030590719,4.27779822324396,0.0386133363400929,0,1
13138,circ_21821,chr9,19361843,19369985,DENND4C,37,+,-4.47919718761608,-2.47055157358222,4.27466677431227,0.0386845482654708,0,1
5684,circ_15112,chr3,195780288,195803993,TFRC,40,-,4.47263587174468,-2.50987555465218,4.26488103910426,0.038907973473258,0,1
10078,circ_19068,chr6,57058639,57075243,RAB23,95,-,4.45895074200947,-2.50654701176204,4.25154093498947,0.0392147331320261,0,1
4602,circ_14139,chr22,41734316,41735195,ZC3H7B,64,+,-4.48606337365953,-2.49074060725589,4.24356948584128,0.0393992488661147,0,1
16831,circ_4594,chr12,110467282,110468563,ANKRD13A,71,+,-4.47465468536435,-2.49096437894543,4.24075978438964,0.0394645021232412,0,1
8473,circ_17623,chr5,43675612,43704502,NNT,453,+,1.20287984900825,-0.965452563836629,4.22546250959273,0.0398217647837829,0,1
13092,circ_21780,chr9,17226200,17236586,CNTLN,288,+,1.64006291653712,-1.48735690462122,4.2210065487294,0.0399264692616126,0,1
3619,circ_13254,chr20,34241449,34246936,CPNE1|RBM12,255,-,1.34522548609061,-1.20039479045078,4.19281611942328,0.0405956089668672,0,1
9786,circ_18805,chr6,29989443,30003760,ZNRD1-AS1,66,-,-4.28028920897073,-2.44502579419407,4.19239590097103,0.0406056720331246,0,1
824,circ_10739,chr19,33584264,33585175,GPATCH1,17,+,4.44573850900382,-2.518086939264,4.18628664423405,0.0407522679761687,0,1
3236,circ_1291,chr1,23356961,23385660,KDM1A,226,+,-1.57108923195495,-1.39095884936337,4.17223505689014,0.0410915588864907,0,1
6108,circ_15495,chr3,48960180,48965246,ARIH2,148,+,2.48122977032632,-1.85827767631557,4.16118316793135,0.0413605026717536,0,1
19615,circ_71,chr1,108226109,108247683,VAV3,181,-,-3.06753243392836,-2.07683557168147,4.1365341145825,0.0419670117939379,0,1
3692,circ_1332,chr1,235850248,235856786,LYST,68,-,-4.43231703162068,-2.50069093567894,4.10108208383229,0.0428557769946229,0,1
18163,circ_5793,chr13,21732060,21746820,SKA3,199,-,-2.25270375527069,-1.82606444274993,4.09641184239916,0.0429743244986155,0,1
11365,circ_20225,chr7,77003386,77035422,PION,57,-,4.37948435886309,-2.51654093740603,4.09534755992179,0.0430013880268016,0,1
7755,circ_16978,chr5,112336780,112337371,DCP2,214,+,1.90667049907856,-1.64221677787899,4.08385850570707,0.043294685788478,0,1
13564,circ_22204,chr9,88257741,88327481,AGTPBP1,115,-,2.85040454181456,-2.03484911585474,4.08114996703647,0.0433641365974181,0,1
14198,circ_22776,chrX,76918870,76920267,ATRX,62,-,4.3892295276928,-2.52307320251683,4.07975381044227,0.0433999818142776,0,1
7333,circ_16598,chr4,54292038,54294350,FIP1L1,492,+,-1.10849342198899,-0.884924753062067,4.07903838601824,0.0434183618472718,0,1
13246,circ_21919,chr9,33944362,33948585,UBAP2,27,-,-4.41313953346379,-2.51108741664299,4.07109317651048,0.0436230342527809,0,1
5137,circ_14620,chr3,141811902,141820683,TFDP2,521,-,0.966691095062799,-0.518630920921541,4.06757335319361,0.0437140307977996,0,1
10465,circ_19416,chr7,104933980,104937980,SRPK2,145,-,4.40685529477091,-2.53308423475168,4.06669084756257,0.0437368771518863,0,1
11672,circ_20501,chr8,106431371,106456609,ZFPM2,190,+,-2.87130548045001,-1.98553963825843,4.03625711030387,0.0445324857241914,0,1
13597,circ_22234,chr9,88918000,88919862,ZCCHC6,398,-,-1.08233614384739,-0.807112999618358,4.03536242177745,0.0445561041876657,0,1
4096,circ_13684,chr21,29949540,29998998,,58,-,-4.34158286627108,-2.49636787212545,4.03533576417925,0.0445568081113963,0,1
15930,circ_3783,chr11,20424464,20448411,PRMT3,36,+,4.40598833835959,-2.54113477931176,4.01108586099298,0.045202029905098,0,1
3761,circ_13382,chr20,43132455,43135637,SERINC3,50,-,-4.31609443666746,-2.49958900713178,3.98972198190206,0.0457786171953284,0,1
6774,circ_16094,chr4,148778703,148803083,ARHGAP10,353,+,-1.56322484509219,-1.40781875104749,3.97312161756646,0.0462319904957737,0,1
12786,circ_21504,chr9,123850573,123852683,CNTRL,64,+,4.16176091010041,-2.34786701375531,3.96902291376772,0.0463446571629424,0,1
11392,circ_2025,chr1,6867042,6885270,CAMTA1,161,+,2.99772316743785,-2.05928380295716,3.96650146230903,0.0464141114883244,0,1
3167,circ_12848,chr2,69565029,69565697,GFPT1,58,-,4.39412097291363,-2.54961500193491,3.96041110668848,0.0465823255779298,0,1
22324,circ_9538,chr17,54926056,54939612,DGKE,35,+,4.39412097291363,-2.54961500193491,3.96041110668848,0.0465823255779298,0,1
8336,circ_1750,chr1,40529898,40530231,CAP1,692,+,0.881661635135221,-0.260433935669736,3.94015223212051,0.0471465108409042,0,1
12640,circ_21373,chr9,111819470,111826847,C9orf5,49,-,4.3277179925635,-2.53646335913682,3.93968799828912,0.0471595233295496,0,1
5896,circ_15303,chr3,33725850,33731424,CLASP2,68,-,-4.36990919147817,-2.52879512481775,3.93104685504694,0.0474024275288913,0,1
7778,circ_16999,chr5,118264231,118280344,DTWD2,79,-,-4.3887820098772,-2.53287341968865,3.92860368560017,0.0474713445290508,0,1
17892,circ_5549,chr12,89860546,89866052,POC1B,290,-,-1.74269113487184,-1.5955414361113,3.92699856072483,0.0475166794631791,0,1
20748,circ_8119,chr15,94983404,95001475,MCTP2,911,+,0.883894371416819,-0.268399823775533,3.92339843250785,0.0476185271801728,0,1
10490,circ_19439,chr7,105738135,105739728,SYPL1,326,-,1.23955982024071,-1.1332200724086,3.90621189675317,0.0481079187404854,0,1
20877,circ_8235,chr16,16108347,16110478,ABCC1,97,+,-4.31345615198638,-2.48785279402098,3.89173776018549,0.0485241910384976,0,1
4381,circ_13940,chr22,23615267,23615961,BCR,102,+,4.35674945200175,-2.55467773708536,3.88331292877856,0.0487682359828594,0,1
21074,circ_8412,chr16,30495147,30500707,ITGAL,66,+,4.2524503915071,-2.51987775530584,3.88224001230763,0.0487994084082962,0,1
4164,circ_13745,chr21,36206706,36231875,RUNX1,348,-,-1.24655333188916,-1.15176550244284,3.85306499420065,0.0496551724237138,0,1
8678,circ_17808,chr5,68669656,68680760,RAD17,19,+,4.26056938204773,-2.52981714142638,3.85213273406166,0.049682777508028,0,1
16635,circ_4417,chr11,95825055,95826681,MAML2,208,-,1.38498532418784,-1.33272055732036,3.84013815572251,0.0500393979099056,0,1
9897,circ_18905,chr6,36040649,36041873,MAPK14,37,+,-4.32968712695815,-2.53892942698459,3.83691664833485,0.0501356391745433,0,1
692,circ_1062,chr1,21267983,21276601,EIF4G3,37,-,4.21312536883918,-2.52363882797919,3.82465126949053,0.0505038564924857,0,1
14138,circ_22721,chrX,64271341,64333693,,135,+,-4.20120229563413,-2.49733264676625,3.81963759404537,0.0506551933857846,0,1
21300,circ_8616,chr16,583945,586142,SOLH,124,+,2.09826166426488,-1.80676755329457,3.80789414020874,0.0510115470600379,0,1
7064,circ_16355,chr4,25848915,25849486,SEL1L3,90,-,4.24382019753242,-2.5364757699298,3.80335343193332,0.0511500440059714,0,1
14097,circ_22685,chrX,53430497,53430825,SMC1A,1889,-,-0.710810242484446,0.823343830984957,3.79953895824695,0.0512666972515402,0,1
9518,circ_18564,chr6,152949399,152949689,SYNE1,137,-,-4.3402955181317,-2.54837815097146,3.79605126821236,0.0513736031199025,0,1
20003,circ_7449,chr15,50592985,50596330,GABPB1,50,-,-4.18077733880747,-2.4980730222303,3.79135605293957,0.0515178949572041,0,1
2387,circ_12145,chr2,238939196,238940895,UBE2F|SCLY,86,+,-4.3390404649272,-2.54941005753663,3.78706409924904,0.0516501689254763,0,1
21980,circ_9228,chr17,3717615,3719564,C17orf85,172,-,1.79420110965016,-1.65637020053901,3.77628873454152,0.0519838412406877,0,1
18420,circ_6023,chr13,47297355,47308133,LRCH1,257,+,1.30177941940249,-1.24546063349942,3.77567412083781,0.0520029421232478,0,1
20853,circ_8213,chr16,15758592,15761296,NDE1,221,+,-2.90036744705776,-2.05217826756482,3.77312496047957,0.052082243895171,0,1
20955,circ_8305,chr16,21623965,21636436,METTL9,277,+,-1.77780895640554,-1.60313089564899,3.7476645305056,0.0528813507414855,0,1
18806,circ_6371,chr14,31103152,31112611,SCFD1,51,+,4.23064763296618,-2.53940417609093,3.7449136568555,0.0529684639048146,0,1
2065,circ_11856,chr2,203419974,203421254,BMPR2,56,+,-4.32153194389537,-2.55450408868532,3.74330547810326,0.0530194611913714,0,1
9091,circ_1818,chr1,46124699,46126897,GPBP1L1,28,-,-4.32153194389537,-2.55450408868532,3.74330547810326,0.0530194611913714,0,1
18375,circ_5984,chr13,43500471,43538275,EPSTI1,20,-,4.28003720631379,-2.5631320275492,3.73785300649195,0.0531927529153804,0,1
3149,circ_12831,chr2,68717321,68753374,APLF,257,+,1.75000164871585,-1.63931005311903,3.73241437555109,0.0533662023298276,0,1
20219,circ_7643,chr15,63834253,63855207,USP3,80,+,4.21643778349428,-2.54447521125595,3.70716801036957,0.054179243072409,0,1
20891,circ_8248,chr16,1675973,1682366,CRAMP1L,82,+,-4.16078263952418,-2.51425794288036,3.70595255184709,0.0542187156373975,0,1
21218,circ_8542,chr16,50820765,50827575,CYLD,253,+,-1.99125599129913,-1.75902381308718,3.69938710915302,0.0544324588793319,0,1
12009,circ_20805,chr8,22332466,22333137,PPP3CC,633,+,-0.879703493822489,-0.298052633576955,3.69915040722606,0.0544401815570806,0,1
12330,circ_21094,chr8,67484716,67514758,MYBL1,149,-,1.9307814240929,-1.73139821672103,3.68631554318354,0.0548606776083479,0,1
13142,circ_21825,chr9,2028986,2039900,SMARCA2,48,+,4.26203194198258,-2.57339515810032,3.67897213435178,0.0551028097232205,0,1
370,circ_1033,chr1,211956570,211966532,LPGAT1,71,-,-4.2946777732671,-2.5621582980298,3.67717932112787,0.0551620955401756,0,1
2213,circ_1199,chr1,224605961,224612356,WDR26,63,-,4.20207777773604,-2.54955098605503,3.66923067614668,0.0554257619202092,0,1
10629,circ_19564,chr7,138209985,138223548,TRIM24,42,+,-4.23544694415681,-2.55139028807471,3.66153581897,0.0556822832889049,0,1
6502,circ_1585,chr1,31478699,31479949,PUM1,96,-,4.28428289064102,-2.58365769594037,3.65869439425624,0.055777325168197,0,1
21864,circ_9123,chr17,29130918,29131126,CRLF3,204,-,-2.30826986506102,-1.87850620626971,3.65190053351984,0.0560052690575811,0,1
12683,circ_21411,chr9,114840817,114842445,SUSD1,328,-,1.08433746123883,-0.967001661802634,3.64221408649105,0.0563319739215032,0,1
