RRMS01,RRMS02,RRMS03,RRMS04,RRMS05,RRMS06,RRMS07,RRMS08,RRMS09,RRMS10,RRMS11,RRMS12,RRMS13,RRMS14,RRMS15,RRMS16,RRMS17,RRMS18,RRMS19,RRMS20,SPMS01,SPMS02,SPMS03,SPMS04,SPMS05,SPMS06,SPMS07,SPMS08,SPMS09,SPMS10,HC01,HC02,HC03,HC04,HC05,HC06,HC07,HC08,HC09,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,4,0,4,5,4,0,6,5,6,6,3,2,3,2,10,10,2,5,9,5,4,6,4,9,5,4,11,4,6,4,5,15,3,7,7,6,9,3,10,8,5,5,4,3,6,8,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7,12,8,12,22,18,7,12,5,14,11,15,2,17,11,14,18,8,7,9,12,11,15,34,20,6,13,8,11,6,6,15,10,10,6,11,11,9,17,5,19,12,17,16,18,17,16,11,21,9
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,25,28,11,30,31,23,42,23,27,21,27,26,27,9,18,31,32,43,30,28,14,25,46,31,23,45,0,33,22,23,22,20,20,28,17,35,13,9,24,28,34,19,46,21,13,13,16,16,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,2,2,0,4,3,4,4,9,6,4,7,8,6,0,3,7,7,0,4,8,8,3,2,6,7,2,2,6,5,3,0,8,5,5,11,0,0,5,3,0,0,6,8,3,3,4,0,2
11,14,10,17,12,11,16,22,13,18,10,15,19,25,18,28,21,12,14,0,14,14,20,15,12,14,21,11,26,8,11,15,18,23,15,15,17,3,9,18,20,14,9,17,17,14,3,10,11,17
0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2,3,4,4,3,4,2,2,2,8,5,0,3,0,7,11,10,9,5,4,9,4,4,12,3,11,4,2,10,0,4,6,6,9,5,6,4,3,8,2,7,7,4,3,3,3,6,0,9,7
0,3,0,0,2,0,0,3,4,3,0,0,7,2,0,3,3,0,5,2,4,2,0,3,4,3,3,4,3,2,0,2,0,0,0,0,6,0,0,3,3,0,0,3,0,0,2,4,0,0
8,5,4,4,2,6,2,4,7,0,2,4,7,7,5,5,3,3,10,3,8,6,9,6,4,6,7,6,5,0,0,2,2,5,5,11,5,0,3,2,0,4,3,6,2,0,5,3,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,8,5,12,6,11,12,12,7,5,10,9,8,2,8,7,7,13,8,7,6,0,14,6,6,10,7,28,7,5,12,9,15,6,8,12,3,4,7,10,12,7,9,11,9,5,12,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
6,0,0,0,2,0,0,2,0,6,4,3,0,0,0,0,0,3,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,6,7,0,0,0,4,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,2,4,0,0,3,0,3,2,0,0,0,0,5,0,0,4,0,2,0,0,3,0,3,3,2,6,0,0,0,0,0,0,0,0,2,4,0,3,4,0,0,0,2,0,0,0,4
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
0,0,0,0,3,0,0,0,3,0,4,0,2,2,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,2,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,3,0
3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,2,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,0,4,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
3,4,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,2,0,0,0,0,4,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,3,0,0,0,2,0,0,4,0,6,0,6,0,0,0,2
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,5,4,2,0,0,4,3,0,0,0,3,3,0,6,2,0,0,0,0,3,2,4,11,0,0,0,4,0,4,0,0,0,0,2,4,0,2,0,2,0,0,0,0,3,0,0,0,0
0,3,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,2,0,3,0,0,0,0,4,0,6,2,2,0,0,0,0,0,2,0,0,0,0,0,3,0,2,2,3,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,9,0,3,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0
0,0,3,0,0,3,0,0,0,0,3,5,0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,9,5,0,5,4,5,2,2,0,0,0,0,0,4,5
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,0,3,0,3,0,4,0,0,0,8,3,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,4,0,0,0,2,0,2,0,0,0,3,2,0,0,4,0,0,0,0,0,2
12,17,14,13,28,15,0,32,14,18,14,22,42,33,22,23,24,18,31,12,30,23,11,44,18,16,41,23,25,21,13,19,26,19,13,18,13,10,12,29,32,19,28,25,25,20,19,16,12,15
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,0,5,10,3,2,3,4,7,3,5,9,7,6,7,9,5,0,2,4,0,0,6,0,8,9,4,2,4,4,2,10,5,2,4,0,2,8,2,8,5,4,13,7,8,0,8,0,4
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2,0,2,0,3,0,0,6,0,2,3,0,0,4,3,2,0,0,4,0,3,2,3,0,3,3,4,0,5,0,0,5,0,0,5,3,5,5,3,3,5,3,4,4,2,0,9,4
0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,2,0,0,0,2,3,0,6,0,0,0,0,0,0,0,0
0,0,0,3,0,0,4,3,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,6,0,0,0,3,0,0,4,5,7,0,3,6,0,0,2,0,4,7,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,7,6,0,3,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,2,0,5,2,4,0,0,0,0,0,4,0,0,0,2,0,2,4,0,8,0,0,0,2,0,5,3,0,0,0,0,0,2,0,3,0,4,5,0,0,0,2,0
0,4,2,3,0,0,3,2,0,0,0,3,5,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0
2,0,4,0,4,0,0,3,0,5,0,3,3,0,0,0,0,0,2,0,0,0,3,0,0,5,0,2,0,4,0,0,0,0,0,0,3,0,0,0,6,0,0,3,2,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,3,0,5,4,7,2,4,4,5,0,6,5,0,0,0,3,5,0,5,3,4,2,3,0,8,7,7,3,2,2,2,0,3,0,10,0,3,2,4,9,0,8,4,0,2,0,0,0
6,9,7,12,10,4,7,4,7,13,9,13,11,6,8,5,11,12,16,6,3,6,5,15,9,12,7,9,6,4,0,6,7,5,5,5,5,0,4,4,11,15,9,13,5,6,3,6,5,4
0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
5,4,0,7,4,8,5,0,3,2,14,3,5,4,5,8,7,6,0,3,4,6,9,10,10,2,13,5,5,2,7,5,7,2,3,2,5,3,0,7,6,11,8,6,9,0,3,6,6,0
0,2,0,0,0,0,0,0,2,0,0,3,0,4,0,3,3,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,3,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,0,0,2,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,5,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,2,3,3,0,2,2,0,4,0,0,0,0,0,0
0,3,0,0,2,0,0,3,0,0,0,2,3,2,0,0,0,0,0,4,2,0,3,6,2,3,4,0,0,2,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,2
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,3,0,0,2,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,5,3,4,8,0,0,8,0,0,7,7,0,2,2,4,0,2,0,4,3,4,0,10,3,11,0,0,0,3,5,11,8,6,4,0,2,6,5,8,7,2,0,3,6,10,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,3,0,2,0,0,0,2,6,2,0,0,3,6,6,0,3,0,0,0,6,0,0,4,0,0,4,0,2,0,0,2,0,3,0,0,2,0,0,3,0,0,0,3,6,0,0,0,0,0
0,0,5,0,0,0,3,0,4,0,0,0,2,3,0,2,0,4,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,3,6,2,4,8,0,10,4,2,6,10,5,5,5,4,6,3,0,0,0,3,0,0,8,3,2,0,4,8,0,3,6,0,4,0,3,2,3,9,4,2,0,3,0,2,0,0
0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,2,2,0,0,0,5,0,4,3,3,2,8,4,0,4,2,5,0,0,5,9,5,2,0,0,5,2,4,0,4,2,0,5,2,0,0,0,3,13,7,3,4,4,7,3,2,5,0,0
20,14,9,21,11,13,18,21,17,17,13,22,22,23,20,17,19,20,17,12,13,23,15,21,19,27,25,21,17,6,23,31,20,9,13,13,15,7,12,0,18,20,20,16,25,17,17,13,17,13
4,4,0,3,6,7,9,16,9,12,11,12,12,11,0,7,9,8,19,4,9,6,2,13,16,10,7,8,13,12,9,11,4,7,16,3,16,7,5,8,8,15,10,8,8,4,7,4,13,6
6,6,8,5,9,9,6,10,8,12,10,8,12,2,5,6,14,7,8,6,6,4,6,8,7,8,10,8,7,8,0,8,11,0,3,6,4,3,2,7,12,9,5,17,9,9,5,5,5,8
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,4,3,0,0,2,4,0,5,5,4,0,0,4,6,5,0,2,4,0,7,5,4,4,0,3,0,3,5,3,0,3,0,4,0,4,0,2,4,4,4,3,2,5,2,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34,24,8,7,39,19,18,11,9,21,36,16,15,16,7,18,28,33,9,24,11,29,15,44,35,27,23,18,28,16,18,17,42,26,21,26,18,28,43,16,49,21,17,43,19,14,23,19,32,25
0,0,3,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2
6,11,4,5,8,22,10,10,18,4,5,11,13,7,4,12,9,14,7,7,14,14,11,18,16,18,17,12,18,19,3,15,22,15,9,9,8,15,14,15,16,8,17,8,8,11,14,11,18,9
0,7,2,5,2,2,6,9,5,8,3,6,5,7,0,2,8,16,9,0,5,11,14,9,8,5,15,4,8,5,0,7,4,11,4,5,7,11,10,8,4,7,7,0,7,2,3,4,4,6
0,2,0,4,9,0,5,4,9,6,8,8,6,7,5,3,6,5,10,5,6,0,3,3,8,0,3,4,2,6,10,4,0,7,5,6,4,0,2,4,0,7,5,16,6,3,3,3,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,4,4,0,5,4,3,5,0,7,4,3,4,6,5,5,4,0,0,4,0,0,2,0,3,2,5,2,3,4,3,0,5,3,0,0,2,5,4,8,0,2,0,2,0,2,3,5,4
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
0,0,0,0,4,2,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,2,5,0,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,3
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
